iter	TotalF1	MultiClass
195	0.9527057165	0.2464401566
196	0.9527057165	0.2455905704
197	0.9530181954	0.2440259405
198	0.9517679207	0.2432486475
199	0.9545502232	0.2419347484
200	0.9545502232	0.2407253758
201	0.954237117	0.2398522763
202	0.9539240045	0.2385540109
203	0.954237117	0.2376255726
204	0.9539240045	0.2363877631
205	0.9539240045	0.2349388929
206	0.9539240045	0.234009168
207	0.9539240045	0.2334196371
208	0.954204376	0.2326568942
209	0.954204376	0.231703991
210	0.954204376	0.2307106544
211	0.954204376	0.2300748924
212	0.9545147694	0.228375667
213	0.9545502232	0.2275766651
214	0.9560805919	0.2261475295
215	0.9551410937	0.2250722988
216	0.9563611736	0.2236334135
217	0.9563611736	0.2231489835
218	0.9563611736	0.2217782025
219	0.9563611736	0.2209093933
220	0.9566744058	0.2202972372
221	0.9567069297	0.2191644867
222	0.9563937636	0.2185495551
223	0.9563937636	0.2180157247
224	0.9557673912	0.2164913845
225	0.9560805919	0.215417402
226	0.9567069297	0.2145379023
227	0.9563937636	0.2137575068
228	0.9570148923	0.2131707599
229	0.9570148923	0.2121985208
230	0.9573282428	0.2117346075
231	0.9573282428	0.2111569853
232	0.9573282428	0.2103053551
233	0.9573282428	0.2100635964
234	0.9573282428	0.2083895982
235	0.9573282428	0.208065293
236	0.9582676317	0.2068654005
237	0.9582676317	0.2060129409
238	0.9582676317	0.2050541462
239	0.9582676317	0.203790846
240	0.9585810012	0.203348233
241	0.9585810012	0.202515646
242	0.9597675129	0.2016591264
243	0.9597675129	0.2015403058
244	0.9603604967	0.2007202648
245	0.9600469773	0.2001337864
246	0.9600469773	0.1995012314
247	0.9600469773	0.1987256268
248	0.9597675129	0.1981070315
249	0.9603604967	0.1975982705
250	0.961267349	0.1968437012
251	0.961267349	0.195937485
252	0.961267349	0.1954434341
253	0.961267349	0.1950509525
254	0.961861131	0.1940572562
255	0.962179443	0.1936226139
256	0.962179443	0.1926496081
257	0.962179443	0.1916472654
258	0.9612715628	0.1905894027
259	0.9612715628	0.1901960572
260	0.9618642283	0.1898945828
261	0.9618642283	0.1888734978
262	0.9633665643	0.1876797489
263	0.9636800628	0.1869072982
264	0.9633665643	0.1864836872
265	0.9636800628	0.1857392487
266	0.9636800628	0.185276272
267	0.9636800628	0.1852218921
268	0.9639982302	0.1849504134
269	0.9639982302	0.184177173
270	0.9639982302	0.1836104934
271	0.9639982302	0.1827554067
272	0.9639982302	0.1822831325
273	0.9639982302	0.1811382132
274	0.9639982302	0.1806870123
275	0.9639982302	0.1797050433
276	0.9652211564	0.1788168108
277	0.9652211564	0.1784676818
278	0.9652211564	0.1776715133
279	0.9652211564	0.177110432
280	0.9652211564	0.1764551399
281	0.9652211564	0.1762248733
282	0.9652211564	0.1754852087
283	0.9661304671	0.1747803976
284	0.9670669396	0.1739113337
285	0.9676624114	0.1733666294
286	0.9676624114	0.1729530107
287	0.9673484197	0.1722707209
288	0.9679437027	0.171395465
289	0.9679437027	0.1711844294
290	0.9676296658	0.1707663036
291	0.9679437027	0.1701027316
292	0.9679437027	0.1697385918
293	0.9676296658	0.1690710302
294	0.9673484197	0.1680687715
295	0.9682577354	0.1673269006
296	0.9679437027	0.1668729902
297	0.9679437027	0.1664151119
298	0.9682577354	0.1656109974
299	0.9679437027	0.1652896659
300	0.9679437027	0.1647293045
301	0.9679437027	0.1642813379
302	0.9679437027	0.1641983317
303	0.9688528476	0.1635814244
304	0.9688528476	0.1632253844
305	0.9688528476	0.1625027433
306	0.9697617351	0.1615423408
307	0.9703588914	0.1609917591
308	0.9712685564	0.1605035421
309	0.9703588914	0.1600466291
310	0.9712685564	0.1598510969
311	0.9700758356	0.1596649573
312	0.9709845172	0.1589312737
313	0.9709845172	0.1587645679
314	0.9709845172	0.1585491652
315	0.9709845172	0.158516673
316	0.9709845172	0.1580677339
317	0.9712986457	0.1578318816
318	0.9722071383	0.1573257426
319	0.9731206001	0.1567179672
320	0.9737197813	0.1564610729
321	0.9737162733	0.1561147562
322	0.9728064075	0.1557791122
323	0.9734018501	0.155193694
324	0.9737197813	0.1548130909
325	0.9737162733	0.1542669574
326	0.9737162733	0.1541375389
327	0.9737162733	0.1535720043
328	0.9740008928	0.1532692657
329	0.9740008928	0.1528150511
330	0.9743227258	0.1520661412
331	0.9746367907	0.1519223043
332	0.9746367907	0.151366999
333	0.9746367907	0.1510131195
334	0.9746367907	0.1507257275
335	0.9752357556	0.1500926472
336	0.9752357556	0.1496925436
337	0.9752357556	0.1492164997
338	0.9752357556	0.149067329
339	0.9758346108	0.1486802567
340	0.9761487374	0.1483110631
341	0.9761487374	0.1480994347
342	0.9764628592	0.1477533655
343	0.9764628592	0.1475885087
344	0.9764628592	0.1474032843
345	0.977061673	0.147146518
346	0.977061673	0.1469681947
347	0.977061673	0.1464106451
348	0.977061673	0.1461301431
349	0.977061673	0.1458437804
350	0.977346202	0.1452346825
351	0.9767475198	0.14498224
352	0.977346202	0.1443052729
353	0.977346202	0.1438984089
354	0.9776603857	0.1436173506
355	0.9776603857	0.1433958003
356	0.9776603857	0.1431364237
357	0.9776603857	0.142755374
358	0.977346202	0.1425788121
359	0.977346202	0.1423113489
360	0.977346202	0.1421066371
361	0.977346202	0.1416073594
362	0.977346202	0.14115907
363	0.977346202	0.1407542899
364	0.9776603857	0.1402403783
365	0.9776603857	0.1399700221
366	0.9776603857	0.1397136807
367	0.9776603857	0.1396048812
368	0.977346202	0.1395598311
369	0.977346202	0.1392745161
370	0.9776603857	0.1387399649
371	0.9776603857	0.1384268908
372	0.9776603857	0.1381597588
373	0.9776603857	0.1377558445
374	0.9776603857	0.1375065153
375	0.9776603857	0.1372008492
376	0.9782590024	0.1369520773
377	0.9782590024	0.1367779808
378	0.9782590024	0.1364668635
379	0.9782590024	0.1358147994
380	0.9782590024	0.135473366
381	0.9782590024	0.1350248254
382	0.9782590024	0.1348092388
383	0.9782590024	0.1343734246
384	0.9782590024	0.1337742699
385	0.9782590024	0.1334773766
386	0.9782590024	0.133070201
387	0.9782590024	0.1327426073
388	0.9782590024	0.1323365289
389	0.9782590024	0.1323006929
390	0.9782590024	0.1317795565
391	0.9782590024	0.1313937506
392	0.9782590024	0.1311493816
393	0.9791757078	0.1306488704
394	0.9791757078	0.1304593193
395	0.9791757078	0.1301011683
396	0.9800922709	0.1296058551
397	0.9800922709	0.1293239087
398	0.9800922709	0.129215957
399	0.9800922709	0.1285717586
400	0.9800922709	0.1283561131
401	0.9804065254	0.1279532817
402	0.9804065254	0.127707904
403	0.9804065254	0.1273206237
404	0.9800922709	0.1270776002
405	0.9804065254	0.1268439995
406	0.9804065254	0.1266516431
407	0.9804065254	0.1262220517
408	0.981924717	0.1257356465
409	0.981924717	0.1252090037
410	0.981924717	0.1249682683
411	0.981924717	0.124788379
412	0.981924717	0.1246256687
413	0.981924717	0.1244677739
414	0.981924717	0.1240776806
415	0.9828421442	0.1238334057
416	0.9828421442	0.1236876999
417	0.9828421442	0.1235729002
418	0.982527821	0.1231966655
419	0.9834448731	0.1229680302
420	0.9834418513	0.1228281567
421	0.9834482848	0.1226759843
422	0.9834482848	0.1225278488
423	0.983759214	0.1222867327
424	0.9837624318	0.1220094233
425	0.9837624318	0.1219809688
426	0.9837624318	0.1217112887
427	0.9843651067	0.1215049218
428	0.9843651067	0.1212342856
429	0.9843619003	0.1207435397
430	0.9843619003	0.1205487985
431	0.983442302	0.1201869512
432	0.983442302	0.1200210368
433	0.983442302	0.1197896693
434	0.983442302	0.1196748912
435	0.9843619003	0.119460983
436	0.9843619003	0.1192521059
437	0.9843619003	0.1191499164
438	0.9843619003	0.1189951011
439	0.9843619003	0.11886132
440	0.984964525	0.118726419
441	0.984964525	0.118621461
442	0.984964525	0.1185582521
443	0.984964525	0.1183081879
444	0.984964525	0.118171582
445	0.984964525	0.1179413078
446	0.984964525	0.117802188
447	0.984964525	0.1177386333
448	0.984964525	0.117595249
449	0.984964525	0.1172263692
450	0.984964525	0.1170149386
451	0.984964525	0.1166501643
452	0.984964525	0.1164874757
453	0.984964525	0.11622712
454	0.984964525	0.1161249687
455	0.984964525	0.1158729639
456	0.984964525	0.1158483528
457	0.984964525	0.1156138615
458	0.984964525	0.1155323196
459	0.984964525	0.1154279993
460	0.984964525	0.1151896214
461	0.984964525	0.1147564585
462	0.984964525	0.1144717527
463	0.9855670934	0.1143414686
464	0.9855670934	0.1142417476
465	0.9855670934	0.1142061947
466	0.9855670934	0.114159528
467	0.9855670934	0.1139311416
468	0.9855670934	0.113747664
469	0.9855670934	0.1137128735
470	0.9855670934	0.1134875994
471	0.9855670934	0.1133669583
472	0.9855670934	0.1131313547
473	0.9855670934	0.113101322
474	0.9855670934	0.112929245
475	0.9855670934	0.1128079744
476	0.9858814939	0.1127494476
477	0.9858814939	0.1125937242
478	0.9855670934	0.1123481865
479	0.9861727858	0.1121106549
480	0.9864870132	0.1119737678
481	0.9861696108	0.1118491872
482	0.9861727858	0.1113279582
483	0.9864870132	0.1112019537
484	0.9864870132	0.1109647987
485	0.9864870132	0.1107892118
486	0.9864870132	0.1104828374
487	0.9858844854	0.1102305212
488	0.9858844854	0.1101342173
489	0.9864870132	0.109942156
490	0.9864870132	0.1097959573
491	0.9864870132	0.1097080164
492	0.9858844854	0.1095532988
493	0.9858844854	0.1093687338
494	0.9864870132	0.1091491329
495	0.9864870132	0.1088898967
496	0.9864870132	0.108455719
497	0.9858844854	0.1080999366
498	0.9864870132	0.1079656971
499	0.9864870132	0.1079102769
500	0.9858844854	0.1076055017
501	0.9871154447	0.107420889
502	0.9871154447	0.1072406787
503	0.9865102741	0.1068533329
504	0.9865102741	0.106839749
505	0.9865102741	0.1066878082
506	0.9865102741	0.1063969026
507	0.9874296502	0.1062122913
508	0.9874296502	0.1058211719
509	0.9868270639	0.1056612696
510	0.9874296502	0.1054515692
511	0.9874296502	0.1054344657
512	0.9874296502	0.105349626
513	0.9874296502	0.1050234561
514	0.9874296502	0.1049906394
515	0.98774385	0.1047045792
516	0.98774385	0.1046542112
517	0.98774385	0.1044574976
518	0.98774385	0.1041548499
519	0.98774385	0.1038189998
520	0.9883464049	0.1034016819
521	0.98774385	0.103267985
522	0.98774385	0.1032335321
523	0.9874296502	0.103011607
524	0.9874296502	0.1029704968
525	0.9874296502	0.1028602747
526	0.9883464049	0.1025624256
527	0.9883464049	0.10236326
528	0.9883464049	0.1022552045
529	0.98774385	0.1020319173
530	0.98774385	0.1019173976
531	0.98774385	0.1017787333
532	0.98774385	0.1016636482
533	0.9883464049	0.1014849801
534	0.9883464049	0.101401761
535	0.9883464049	0.1012082549
536	0.9883464049	0.1011655853
537	0.9883464049	0.1010327038
538	0.9889489152	0.100827891
539	0.9883464049	0.1007597936
540	0.9883464049	0.1005775049
541	0.9883464049	0.1004293264
542	0.9883464049	0.1003357271
543	0.9889489152	0.1001814373
544	0.9883464049	0.09998766669
545	0.9883464049	0.09977227408
546	0.9883464049	0.09957469816
547	0.9883464049	0.09950678282
548	0.9889489152	0.09935287106
549	0.9883464049	0.09922365922
550	0.9889489152	0.09888183453
551	0.9889489152	0.09878975718
552	0.9889489152	0.09865014936
553	0.9889489152	0.09850115386
554	0.9889489152	0.09835754377
555	0.9889489152	0.09821498929
556	0.9892631433	0.09815095914
557	0.9889489152	0.09804266785
558	0.9901798672	0.09782335422
559	0.9901798672	0.09773021336
560	0.9901798672	0.09766062823
561	0.9901798672	0.09760492815
562	0.9892631433	0.09739050591
563	0.9892631433	0.09709307558
564	0.9898915844	0.09681675532
565	0.9895773661	0.09672471208
566	0.9895773661	0.09667590838
567	0.9898915844	0.09644504611
568	0.9904940999	0.096269671
569	0.9904940999	0.09601638643
570	0.9904940999	0.09588565043
571	0.9904940999	0.09577205553
572	0.9904940999	0.09548464397
573	0.9904940999	0.09543152196
574	0.9904940999	0.09533669436
575	0.9902057989	0.09516472982
576	0.9902057989	0.09510081904
577	0.9905200103	0.09481925958
578	0.9908083283	0.09474764725
579	0.9911225532	0.0945526609
580	0.9920404911	0.09416752307
581	0.9920404911	0.0940216557
582	0.9917264527	0.09397625395
583	0.9911239545	0.0938639416
584	0.9917520045	0.093782903
585	0.9911239545	0.0937385699
586	0.9914379807	0.09361071002
587	0.9914379807	0.09341245247
588	0.9914379807	0.09332820072
589	0.9914379807	0.09322970736
590	0.9914379807	0.0930717828
591	0.9914379807	0.09298641559
592	0.9917520045	0.09286286512
593	0.9917520045	0.09275485441
594	0.9917520045	0.09261271664
595	0.9917520045	0.09243298377
596	0.9917520045	0.09230597452
597	0.9923545267	0.09218300776
598	0.9923545267	0.09211205079
599	0.9923545267	0.09203134318
600	0.9923545267	0.09192065101
601	0.9923545267	0.09167958711
602	0.9929570142	0.09150382719
603	0.9923545267	0.09140786131
604	0.9917520045	0.09132761143
605	0.9917520045	0.09126117853
606	0.9923545267	0.09111019671
607	0.9923545267	0.09108072314
608	0.9923545267	0.0909987957
609	0.9923545267	0.09088336115
610	0.9923545267	0.09077687153
611	0.9923545267	0.09075871707
612	0.9923545267	0.09063141816
613	0.9917520045	0.09047124359
614	0.9923545267	0.09035587118
615	0.9923545267	0.09027125412
616	0.9923545267	0.09019496171
617	0.9923545267	0.0900882266
618	0.9923545267	0.08987920595
619	0.9923545267	0.089762465
620	0.9923545267	0.08959397166
621	0.9923545267	0.08950614277
622	0.9923545267	0.08936514555
623	0.9923545267	0.08912495366
624	0.9923545267	0.08904142991
625	0.9923545267	0.0888101398
626	0.9923545267	0.08869871928
627	0.9929570142	0.08863256256
628	0.9923545267	0.08849735416
629	0.9923545267	0.08846491565
630	0.9929570142	0.08825115937
631	0.9929570142	0.08812687955
632	0.9926685601	0.0879497285
633	0.9926685601	0.08774718073
634	0.993271058	0.08756168446
635	0.993271058	0.08751757579
636	0.993271058	0.08729819421
637	0.993271058	0.08718365621
638	0.993271058	0.08692963158
639	0.993271058	0.08684984343
640	0.9929570142	0.08670124197
641	0.9929570142	0.08656925744
642	0.9929570142	0.08643239916
643	0.9929570142	0.08637063711
644	0.9929570142	0.08629895796
645	0.9935851	0.08610245076
646	0.9935851	0.0860203719
647	0.9935851	0.08594282027
648	0.9935851	0.08587069092
649	0.9935851	0.08568843036
650	0.993271058	0.08543792503
651	0.9938735255	0.08532938891
652	0.9938735255	0.08531058421
653	0.9938735255	0.08501085873
654	0.9941875765	0.08484249825
655	0.9941875765	0.08468419897
656	0.9935851	0.08464764001
657	0.9941875765	0.08455374815
658	0.9941875765	0.08448930607
659	0.9935851	0.08443588767
660	0.9935851	0.08439667395
661	0.9941875765	0.08429297927
662	0.9938735255	0.08422506985
663	0.9941875765	0.08410396714
664	0.9941875765	0.08401521283
665	0.9941875765	0.08393775656
666	0.9941875765	0.08382471784
667	0.9941875765	0.08362745024
668	0.9941875765	0.0836069915
669	0.9941875765	0.0835119968
670	0.9941875765	0.08342597495
671	0.9941875765	0.08336474414
672	0.995104084	0.08318507575
673	0.995104084	0.08306036719
674	0.994790027	0.08292592728
675	0.994790027	0.08289454628
676	0.9941875765	0.08265065172
677	0.9941875765	0.08258038128
678	0.9941875765	0.08245825061
679	0.9945016259	0.08228692871
680	0.9945016259	0.08220685027
681	0.9945016259	0.08204957962
682	0.9945016259	0.08197881128
683	0.9945016259	0.0818594206
684	0.9945016259	0.08174658222
685	0.9945016259	0.08165194321
686	0.9945016259	0.08163321808
687	0.9945016259	0.08155474712
688	0.9945016259	0.08147292542
689	0.9945016259	0.08141857043
690	0.9945016259	0.08119014381
691	0.9945016259	0.08111756464
692	0.9945016259	0.08104596853
693	0.9945016259	0.08090846455
694	0.9945016259	0.08077110442
695	0.9945016259	0.08074920196
696	0.9945016259	0.08053267726
697	0.9945016259	0.08039771016
698	0.9945016259	0.0803695149
699	0.9945016259	0.0802986593
700	0.9945016259	0.08011217376
701	0.9945016259	0.08000867331
702	0.9945016259	0.07991277295
703	0.9945016259	0.07979948408
704	0.9945016259	0.07968195925
705	0.9945016259	0.07955932729
706	0.9945016259	0.07942177552
707	0.9945016259	0.07931766121
708	0.9945016259	0.07912788589
709	0.995104084	0.07897366754
710	0.995104084	0.0789106327
711	0.995104084	0.07877693489
712	0.995104084	0.07863325792
713	0.995104084	0.07848830167
714	0.995104084	0.07840247725
715	0.9954187377	0.07820286627
716	0.9954187377	0.07812119288
717	0.9954187377	0.07801664846
718	0.9954187377	0.07798821223
719	0.9954187377	0.07790922633
720	0.9945016259	0.07775556042
721	0.995104084	0.07767799134
722	0.995104084	0.07747606011
723	0.9948162759	0.07727749708
724	0.9948162759	0.07716162225
725	0.9954187377	0.07702800584
726	0.9948162759	0.07683447412
727	0.9948162759	0.07675176587
728	0.9948162759	0.07671092029
729	0.9948162759	0.07663513769
730	0.9948162759	0.07661444119
731	0.9954187377	0.07654776316
732	0.9954187377	0.07634759349
733	0.9954187377	0.07606600705
734	0.9954187377	0.07593016279
735	0.9954187377	0.07588802701
736	0.9954187377	0.07581617408
737	0.9954187377	0.07573048996
738	0.9954187377	0.07563322796
739	0.9954187377	0.07556347849
740	0.9954187377	0.07554021605
741	0.9954187377	0.07545957113
742	0.9954187377	0.07536982749
743	0.9954187377	0.07531573787
744	0.9954187377	0.07524464806
745	0.9954187377	0.07519973753
746	0.9954187377	0.0749842046
747	0.9954187377	0.07489045764
748	0.9954187377	0.07481017128
749	0.9954187377	0.07469384507
750	0.9954187377	0.07463367911
751	0.9954187377	0.07454053041
752	0.9954187377	0.07446265868
753	0.9954187377	0.07432034558
754	0.9954187377	0.07422598081
755	0.9954187377	0.07413317434
756	0.9957325959	0.07403599809
757	0.9957325959	0.07385589717
758	0.9957325959	0.0737840744
759	0.9957325959	0.07369611705
760	0.9957325959	0.07345715039
761	0.9957325959	0.07333737676
762	0.9957325959	0.07328197862
763	0.9957325959	0.07320773574
764	0.9957325959	0.07305493776
765	0.9957325959	0.07294415467
766	0.9957325959	0.07289736626
767	0.9957325959	0.07286875755
768	0.9957325959	0.07283889115
769	0.9957325959	0.07272435737
770	0.9957325959	0.07265312712
771	0.9957325959	0.0725044775
772	0.9957325959	0.07233554974
773	0.9957325959	0.07220751061
774	0.9957325959	0.07215788168
775	0.9957325959	0.07209435339
776	0.9957325959	0.07201501773
777	0.9957325959	0.07193086334
778	0.9954187377	0.0717955378
779	0.9954187377	0.07175744514
780	0.9954187377	0.07167244229
781	0.9954187377	0.07160849842
782	0.9957325959	0.07150532564
783	0.9957325959	0.07143957806
784	0.9957325959	0.07140881947
785	0.9957325959	0.07137426548
786	0.9957325959	0.0713650291
787	0.9957325959	0.0713454415
788	0.9957325959	0.07108327508
789	0.9957325959	0.07107528156
790	0.9957325959	0.07096262
791	0.9957325959	0.07091556547
792	0.9963350416	0.07078654494
793	0.9963350416	0.07074148695
794	0.9966489052	0.07061333876
795	0.9966489052	0.07050083851
796	0.9969627688	0.07046653358
797	0.9969627688	0.07035159581
798	0.9969627688	0.07025345142
799	0.9969627688	0.07018972035
800	0.9969627688	0.07015468957
801	0.9969627688	0.07009967207
802	0.9969627688	0.06998787965
803	0.9969627688	0.06985461295
804	0.9969627688	0.06968638935
805	0.9969627688	0.06957861932
806	0.9969627688	0.06950244171
807	0.9969627688	0.0694262878
808	0.9969627688	0.06934067454
809	0.9969627688	0.06919672296
810	0.9969627688	0.06910733052
811	0.9969627688	0.06900450954
812	0.9969627688	0.06883335638
813	0.9969627688	0.06872337268
814	0.9969627688	0.06867594286
815	0.9969627688	0.0686363464
816	0.9969627688	0.06853461367
817	0.9969627688	0.06848301098
818	0.9969627688	0.06839059352
819	0.9969627688	0.0682886459
820	0.9969627688	0.0681857853
821	0.9969627688	0.0681035185
822	0.9969627688	0.06790040163
823	0.9969627688	0.06771565149
824	0.9969627688	0.06762570627
825	0.9969627688	0.06756829625
826	0.9969627688	0.06752084992
827	0.9969627688	0.06739841283
828	0.9969627688	0.06729265255
829	0.9969627688	0.06723698868
830	0.9969627688	0.06716065235
831	0.9969627688	0.06705052321
832	0.9969627688	0.06702499909
833	0.9969627688	0.06700390517
834	0.9969627688	0.06685860106
835	0.9969627688	0.06678880815
836	0.9969627688	0.06667977606
837	0.9969627688	0.06659237245
838	0.9969627688	0.0664912724
839	0.9969627688	0.06644103673
840	0.9969627688	0.06642174917
841	0.9969627688	0.06637942559
842	0.9969627688	0.06629999594
843	0.9969627688	0.06619682503
844	0.9969627688	0.06610508571
845	0.9969627688	0.06602382556
846	0.9969627688	0.06593563539
847	0.9969627688	0.06587735344
848	0.9969627688	0.06585376125
849	0.9969627688	0.06581365505
850	0.9969627688	0.0657820355
851	0.9969627688	0.06567761491
852	0.9969627688	0.06563408359
853	0.9969627688	0.06562498146
854	0.9969627688	0.06553572161
855	0.9969627688	0.06548990776
856	0.9969627688	0.06546070218
857	0.9969627688	0.06537968083
858	0.9969627688	0.06532122608
859	0.9969627688	0.06517108469
860	0.9969627688	0.06512191044
861	0.9969627688	0.06501308486
862	0.9969627688	0.06491440549
863	0.9969627688	0.06483256688
864	0.9969627688	0.06471043674
865	0.9969627688	0.0646968327
866	0.9969627688	0.06467672331
867	0.9969627688	0.06462065744
868	0.9969627688	0.06458045071
869	0.9969627688	0.06449092161
870	0.9969627688	0.06442692599
871	0.9969627688	0.06428473136
872	0.9969627688	0.06425434191
873	0.9969627688	0.06416194523
874	0.9969627688	0.06409412747
875	0.9969627688	0.06408232295
876	0.9969627688	0.0640354742
877	0.9969627688	0.06401248718
878	0.9969627688	0.06392970902
879	0.9969627688	0.06379752495
880	0.9969627688	0.06374802998
881	0.9969627688	0.06363039021
882	0.9969627688	0.06354324227
883	0.9975652054	0.06346275689
884	0.9975652054	0.06343975409
